Age,YearsExperience,EducationLevel,ProjectsCompleted,WeeklyWorkingHours,PerformanceScore,Salary
48,25,2,31,48,5.3,277099
31,4,3,7,56,8.3,75213
53,31,3,42,32,5.2,337631
37,9,3,8,47,3.7,87050
26,0,3,5,33,8.7,43260
24,0,3,2,52,5.8,46239
40,15,1,10,45,9.5,172128
47,18,3,23,38,7.8,196930
35,10,2,11,47,8.1,124265
26,1,2,8,40,8.5,44164
34,11,1,8,45,7.2,115100
31,10,2,19,44,7.2,121631
59,37,2,29,52,8.8,426364
29,1,2,0,52,7.2,49218
46,25,3,21,40,6.0,265265
36,9,3,15,48,7.8,122202
25,0,2,0,45,4.0,46729
30,7,1,12,36,8.8,61753
23,0,3,5,40,8.9,62265
33,4,1,4,55,8.7,51960
50,28,4,18,45,8.6,316245
26,0,3,3,48,6.9,74468
37,8,2,9,42,6.9,94550
39,16,2,15,40,5.3,161640
55,33,1,24,43,9.4,354697
46,19,2,24,42,6.3,206717
25,0,1,4,36,7.5,42497
49,24,3,21,38,7.4,246917
57,27,1,39,47,5.1,287968
40,15,3,13,41,4.6,139129
41,17,3,6,43,7.0,170533
30,5,2,4,44,6.4,65368
25,1,1,7,45,6.9,50438
56,30,1,48,49,8.5,333431
26,2,1,4,38,7.3,46517
46,24,3,21,46,8.1,260885
24,0,2,1,47,7.6,44491
59,37,3,45,48,6.6,446301
59,30,2,39,36,5.6,326060
55,25,2,33,44,7.4,263310
21,0,3,1,52,7.1,47985
44,15,3,13,43,8.3,160654
56,27,2,18,45,6.8,294096
26,3,1,6,47,6.6,72929
51,30,3,40,38,6.7,323885
40,19,2,28,52,5.7,213016
44,21,2,25,45,9.0,237543
45,20,3,26,46,8.6,207650
56,33,2,19,35,5.3,355014
41,12,3,9,47,8.1,145911
50,21,3,19,46,4.4,206214
44,21,3,22,51,8.4,229824
50,27,3,33,41,6.0,299846
42,17,3,6,38,7.5,177555
48,26,3,41,40,4.3,276099
27,1,3,6,40,5.3,60094
55,28,2,45,37,7.7,290408
48,19,2,21,49,6.0,214795
34,8,3,7,50,5.8,104853
30,7,3,18,42,9.0,96999
36,11,1,19,41,10.0,139323
36,12,4,12,34,8.3,123496
51,26,1,27,46,5.5,269679
45,17,3,15,51,9.5,192722
33,5,3,5,40,4.8,71184
26,0,4,5,42,6.6,36273
29,8,1,8,45,7.1,86617
56,28,3,25,52,9.7,319021
40,12,2,18,44,8.3,128729
38,16,2,13,44,6.4,165787
41,17,1,26,44,5.7,168320
24,2,3,3,36,8.4,67110
53,29,2,33,36,6.3,331312
47,17,1,17,39,7.3,165970
27,0,3,3,48,5.1,52743
26,0,3,0,41,7.8,39852
35,7,3,9,40,7.7,81323
38,9,4,11,40,5.3,101491
52,24,2,33,42,8.4,264237
31,9,4,10,52,7.8,96557
40,13,3,6,42,8.0,145708
44,22,2,8,39,6.5,215382
35,13,1,15,43,7.3,147527
27,3,2,9,52,7.1,75458
41,20,2,18,40,6.8,205139
46,21,3,16,37,7.2,213290
34,8,3,8,40,8.8,119874
57,28,3,26,44,8.5,337388
41,11,3,16,46,5.3,121440
38,10,1,19,48,8.4,133458
25,3,3,7,38,8.7,57719
23,2,2,9,38,6.8,47598
43,21,4,33,41,7.7,236605
46,19,1,20,46,7.7,203406
57,33,4,24,37,5.8,357941
44,14,1,18,40,6.5,161390
39,14,2,16,40,8.1,161064
45,18,1,15,48,6.3,186958
41,18,3,13,46,8.4,188924
32,2,3,5,48,8.8,73764
53,31,2,27,50,8.6,309922
24,0,4,3,41,9.8,57441
27,2,3,10,37,6.9,59731
42,21,3,34,37,7.2,210225
53,32,3,36,34,7.4,367135
37,8,2,9,41,6.9,101651
44,19,2,14,41,7.8,171215
54,33,4,26,47,4.6,360299
48,21,4,21,43,7.3,255813
59,30,4,37,41,5.1,340664
42,21,4,26,42,5.7,242498
37,7,1,11,38,8.0,100612
54,30,3,38,48,6.7,348377
26,3,2,8,39,8.0,75267
26,1,4,0,37,6.7,22000
54,27,2,28,47,8.5,292784
21,0,3,6,46,6.7,22000
30,8,3,10,34,4.3,68097
41,14,2,9,47,7.3,138808
25,4,1,5,39,4.0,45605
22,0,4,6,41,5.0,43197
42,14,3,12,44,5.8,147132
22,0,1,0,46,5.6,36605
30,1,3,1,45,6.2,48807
54,33,3,37,43,5.5,379995
36,10,2,12,41,5.0,95491
59,38,2,50,45,9.2,448862
42,19,3,8,42,6.1,189787
32,6,3,9,52,3.9,81904
44,21,3,11,46,6.5,203077
60,32,3,42,38,5.4,377339
58,33,1,37,41,5.8,368168
30,8,2,6,43,8.0,85443
55,31,2,33,49,6.4,341530
52,23,2,37,50,5.4,276424
27,3,3,2,41,7.6,62627
41,11,4,19,38,8.6,141238
40,10,2,13,38,7.8,106043
46,18,2,15,44,3.6,171953
24,0,3,8,55,5.4,68336
42,12,3,19,46,7.1,142020
35,14,3,21,35,6.7,151929
60,33,3,34,39,6.5,374042
41,18,3,23,40,5.6,221495
35,5,3,9,39,5.0,72228
42,14,1,14,41,9.8,138179
48,25,2,21,45,7.0,254186
34,13,2,20,46,7.9,156679
47,22,3,17,48,7.0,216768
60,38,4,35,46,7.1,463547
48,24,3,34,33,6.9,253644
46,25,1,35,38,5.4,237445
22,0,1,2,42,4.9,22000
45,19,2,21,44,7.5,200490
23,0,2,3,47,7.3,61242
28,4,3,6,43,8.3,83990
53,24,4,32,43,8.0,271376
55,33,4,35,44,5.9,395606
26,0,3,4,42,8.6,44019
59,34,3,45,43,8.1,385082
43,17,3,26,49,8.0,194713
45,22,2,33,43,10.0,228279
39,15,3,8,43,9.9,172047
25,0,3,3,43,8.0,56121
31,4,3,8,49,7.8,65920
32,11,2,18,37,8.5,128277
30,3,2,7,52,6.2,65843
28,7,2,7,37,6.2,92614
44,19,4,14,40,7.9,189509
48,22,2,28,47,5.8,240794
56,34,3,25,48,7.8,371629
57,27,3,38,36,7.2,311686
41,12,2,14,38,5.8,137552
28,0,3,0,44,7.0,33865
29,3,4,7,55,8.8,92320
35,8,2,21,49,7.1,90372
60,30,4,25,42,7.1,351395
38,10,2,11,31,7.5,124661
40,10,1,15,43,7.6,117200
26,5,4,6,45,6.5,76704
32,4,3,5,41,7.5,72929
22,0,4,0,39,5.5,30605
27,0,3,6,44,5.9,75746
36,8,4,0,38,6.1,83652
23,0,3,1,52,7.7,64309
23,0,3,0,51,7.2,37005
47,23,3,16,46,6.8,261462
60,38,2,50,43,8.0,477708
58,36,4,30,40,7.5,427722
53,28,2,24,43,6.6,300600
48,18,3,27,51,5.6,188371
21,0,2,0,47,5.9,25542
28,5,3,6,44,4.9,75025
57,29,2,26,48,7.2,332358
52,28,1,25,46,5.8,283692
57,31,4,27,45,6.3,378735
24,0,2,2,48,6.8,35578
50,24,3,30,46,8.5,272183
26,3,1,9,47,8.3,68704
39,14,1,18,44,6.9,144572
52,29,2,19,42,8.8,285384
29,8,3,12,40,4.2,86071
32,5,1,2,40,9.6,73996
31,7,4,13,35,8.0,96518
36,9,2,15,38,7.1,113494
21,0,2,5,38,5.8,47032
41,16,2,27,40,6.4,169549
50,25,1,39,51,7.9,264351
33,11,3,21,42,7.9,152840
54,24,3,22,44,7.9,243864
24,2,3,4,44,6.0,46816
48,24,2,36,51,5.7,253310
58,34,2,30,40,7.3,387067
51,27,2,36,42,8.1,314654
47,21,4,18,42,7.0,225156
25,3,2,4,49,9.1,70167
45,19,3,26,50,7.0,216925
23,0,2,3,45,7.0,64398
53,23,2,41,49,7.9,240177
24,1,2,0,44,8.7,58161
45,17,1,10,42,5.1,164108
40,18,3,11,49,5.4,180300
54,26,2,38,45,6.6,290695
46,21,3,17,39,10.0,235300
25,3,1,4,48,6.6,64918
55,28,4,29,42,6.8,341792
48,26,2,18,41,7.9,272560
49,23,4,19,47,8.4,256013
29,0,3,3,43,7.2,42274
58,35,4,50,45,8.6,437936
26,0,2,4,46,5.3,39465
39,16,3,23,39,5.9,172519
31,8,2,13,45,8.6,104424
22,0,2,3,50,7.0,43635
29,2,2,3,38,5.2,38246
41,13,1,12,45,5.1,133487
44,17,4,10,39,5.9,172449
54,25,1,18,48,7.0,261664
42,17,3,20,48,7.7,189439
23,0,3,3,41,6.5,37061
32,9,3,9,54,7.5,132358
48,22,3,22,49,6.4,235932
50,25,1,33,47,8.7,278274
46,22,3,13,46,10.0,228610
41,19,2,26,48,6.5,179604
48,21,4,13,38,7.7,215936
46,21,3,38,44,7.6,215111
53,29,4,15,45,7.2,316008
41,13,1,19,41,7.9,157044
55,26,2,15,45,7.7,259117
54,25,2,33,49,6.3,247227
38,15,1,13,41,8.8,171253
31,8,2,12,43,7.3,93406
43,18,3,21,39,6.5,190811
42,17,2,13,34,10.0,185109
37,7,3,8,47,6.8,99238
25,3,4,3,43,7.4,73796
31,10,3,15,43,7.2,130855
50,22,2,14,38,6.8,198747
35,12,2,18,42,7.6,117728
47,26,2,33,48,5.8,296084
55,34,1,32,43,7.8,364859
53,31,3,30,43,4.5,333438
40,14,2,22,44,5.2,134506
36,10,3,17,37,9.6,119891
54,31,3,50,46,5.2,357568
22,0,3,3,37,4.3,22950
55,33,2,29,38,5.3,345423
60,38,2,37,38,9.4,447334
48,21,3,13,42,4.5,201068
59,38,2,50,41,5.7,439534
26,0,2,0,43,5.0,22000
29,8,2,8,38,6.6,114718
40,14,1,14,48,6.4,154442
21,0,3,0,47,6.3,35712
28,0,2,1,42,9.6,35261
43,17,3,25,41,5.3,182991
23,1,2,1,40,6.9,43382
24,0,3,4,41,7.5,29738
45,20,3,22,36,5.6,177294
58,30,3,18,38,7.7,317837
35,7,2,7,47,6.4,68890
41,15,1,7,45,7.5,148957
55,33,2,30,51,6.8,371297
34,6,3,11,42,4.1,67681
56,30,3,30,41,8.8,332185
32,6,3,7,41,9.9,111117
37,9,1,13,41,6.8,110392
59,38,3,50,40,5.7,449923
29,7,2,10,44,9.1,122954
55,26,3,23,43,9.6,273047
33,5,2,0,40,6.8,56248
35,8,3,3,49,6.7,95274
38,11,1,6,52,6.9,97278
53,28,2,25,49,4.7,317744
26,4,3,7,46,6.6,73328
47,21,2,16,47,9.4,212601
43,13,3,11,52,6.8,149823
47,24,3,14,47,5.5,250583
54,30,3,40,40,7.7,340194
58,28,2,37,45,6.1,293458
34,12,2,11,46,6.9,111765
56,34,3,29,38,5.2,405572
28,0,2,0,42,5.5,22000
55,27,3,19,49,8.0,315086
39,9,2,12,34,7.2,91423
50,24,2,42,37,5.9,271590
34,9,2,18,42,7.2,116245
40,12,1,17,45,6.1,135225
45,21,2,31,36,5.9,229364
60,36,3,44,42,8.6,410721
44,19,3,16,49,8.1,197414
34,13,2,21,43,7.0,127993
46,25,4,14,48,7.2,273772
58,36,3,40,40,7.0,405780
43,15,4,15,39,7.7,142127
42,15,3,16,47,5.9,158500
39,9,3,10,45,8.2,85171
23,0,1,5,37,7.5,42605
39,14,2,11,39,6.6,126218
29,7,1,7,51,6.3,75853
48,21,3,20,38,8.2,196595
40,12,2,18,48,6.8,155501
27,0,3,3,41,6.0,22895
34,7,2,12,43,6.5,85782
29,4,3,1,44,8.1,47279
39,17,1,26,32,4.7,157162
34,8,1,8,36,6.5,107592
58,34,2,27,43,8.5,383630
56,26,2,27,39,6.8,266246
60,38,2,50,48,7.4,454150
37,8,3,8,35,8.5,91623
50,23,1,18,46,8.2,233711
29,3,2,3,36,6.4,62236
53,28,3,25,41,6.8,300777
45,22,1,25,38,8.3,229280
34,4,4,5,53,8.3,82938
31,1,4,2,36,6.9,43276
55,31,1,22,42,6.9,315819
34,11,2,9,34,7.4,108328
50,22,2,32,51,8.9,255140
24,1,3,3,45,8.5,63549
24,0,3,0,44,8.0,30746
48,21,3,15,50,5.5,215828
28,1,3,3,44,6.6,39875
22,0,1,3,44,6.7,48899
42,20,3,25,44,9.0,217296
36,6,3,4,46,6.7,108321
49,26,3,35,41,8.8,297225
50,20,4,25,42,6.2,234934
32,3,3,7,47,6.3,52525
55,32,2,19,44,7.7,345741
31,9,2,8,42,9.2,114554
41,12,2,7,36,6.7,107700
41,11,1,14,50,3.4,112944
25,0,4,3,40,4.8,51772
40,16,1,17,48,7.4,161421
57,28,3,19,44,4.9,286179
23,0,3,3,37,5.8,59586
53,26,1,21,49,7.0,254389
29,2,4,1,44,3.6,49841
29,1,3,10,50,6.5,49111
24,0,3,0,42,5.4,25658
55,31,2,42,47,4.9,355830
37,14,1,19,34,5.9,136674
54,31,2,34,40,5.5,343001
44,19,2,13,37,7.7,163298
52,31,3,42,41,8.7,367247
21,0,4,0,45,6.5,34703
28,5,3,12,40,6.2,55254
43,17,4,21,47,6.4,213087
60,37,3,50,39,5.4,446972
32,7,2,9,47,5.2,89077
32,3,3,1,50,4.7,72093
35,13,2,24,48,5.1,147681
39,17,3,16,41,9.3,175627
46,20,2,20,32,6.0,197300
49,23,1,12,46,2.9,208330
42,14,3,13,42,6.2,142226
60,38,3,50,38,4.8,437008
41,12,4,17,40,7.1,128680
58,36,4,28,50,6.9,435625
40,19,1,19,37,7.1,192325
49,19,3,14,45,6.9,192794
24,2,2,6,44,6.5,42014
27,0,3,4,41,5.0,33935
48,20,3,32,46,6.9,204444
48,23,2,18,51,8.4,245680
24,0,3,4,42,9.5,61896
42,21,3,34,42,6.7,262514
32,6,1,7,46,6.8,64911
23,0,3,0,48,7.7,56496
42,19,3,25,42,9.1,203693
22,1,4,1,41,6.3,33799
44,20,2,34,32,8.0,202753
54,33,1,38,39,5.8,361009
47,19,3,11,37,7.5,182610
21,0,1,5,46,8.4,38968
28,7,4,0,42,5.2,77835
43,15,1,16,42,6.3,141170
58,29,3,45,43,8.3,328929
26,0,3,4,39,7.9,22000
42,20,2,17,51,8.5,213643
45,16,1,16,49,8.2,167812
38,10,3,0,51,6.5,99982
37,10,3,16,46,10.0,133725
32,9,2,12,43,7.2,122823
26,4,4,6,51,2.7,66233
46,19,2,29,40,6.6,218673
47,22,2,18,39,6.3,249208
28,2,3,3,40,8.1,86726
39,15,1,5,46,6.4,128691
21,0,4,9,39,8.5,38803
49,20,2,16,42,7.8,200167
55,32,1,30,35,5.6,338785
60,33,2,28,45,6.8,383500
34,6,3,5,35,5.9,82787
55,33,3,46,38,7.3,371211
40,14,3,5,49,5.9,136840
33,5,1,6,49,7.1,72746
58,31,2,23,45,6.6,316160
28,5,3,6,44,6.8,76364
40,19,1,28,40,9.9,190229
53,27,3,17,39,6.5,264451
46,18,1,18,41,4.3,161706
59,33,3,44,35,8.4,390132
41,16,2,21,44,8.4,179179
29,1,3,4,43,4.2,44420
44,22,1,23,38,6.0,231089
57,36,1,44,51,7.6,425327
37,16,2,23,46,7.7,177733
44,20,1,12,46,7.0,197097
41,15,2,12,41,7.0,154355
59,30,3,20,43,5.7,321578
59,38,3,31,46,3.6,410858
33,12,3,12,44,9.9,154336
31,6,3,7,51,5.6,88980
39,9,3,8,42,7.2,91384
31,6,2,0,40,6.8,89614
33,8,2,12,46,8.3,96030
21,0,2,7,37,7.2,41357
60,34,3,26,48,7.2,399063
39,11,2,9,36,3.3,108022
32,9,1,15,46,5.8,118815
28,0,3,3,40,8.0,40725
28,7,2,13,45,7.9,115794
32,8,4,6,48,5.7,90456
53,24,3,35,44,4.8,279241
46,18,1,23,37,7.2,155389
59,29,1,27,39,2.9,279838
48,19,2,29,39,5.4,202786
25,4,3,5,34,9.5,65875
28,0,2,7,49,9.0,52253
45,22,3,30,44,7.7,245210
47,17,3,27,37,7.4,173519
43,14,2,15,50,4.3,131069
50,29,1,27,39,6.0,303575
43,22,3,14,44,6.6,220364
40,11,2,20,39,6.0,139072
38,12,3,8,33,6.5,121007
38,14,2,26,36,8.8,166685
22,0,3,0,41,6.2,43714
24,0,3,8,47,6.5,41736
50,20,3,16,45,8.0,189536
53,26,2,23,44,5.0,283749
56,28,2,40,33,5.8,292013
38,10,3,6,49,6.0,107555
57,36,2,34,44,7.1,408320
39,11,2,8,42,6.5,114918
48,22,4,25,49,6.6,257914
60,36,2,32,49,6.1,408500
40,12,1,12,49,5.5,121962
53,30,1,41,42,7.9,343221
32,8,3,8,38,6.5,102058
35,9,3,8,48,7.9,101903
59,32,2,34,36,5.4,334834
22,0,2,0,53,6.1,32066
49,25,2,27,43,6.7,264809
30,3,3,6,38,6.8,45647
22,0,1,0,37,8.1,37839
31,3,4,8,37,6.4,61990
33,12,2,10,44,8.0,99390
30,0,4,0,43,7.5,27976
34,7,1,10,37,6.9,48361
38,11,3,14,41,5.7,118183
29,2,2,3,36,8.1,64688
59,32,1,21,46,5.7,312652
48,18,3,17,43,7.0,174983
23,0,3,1,41,6.9,39035
40,12,2,12,37,6.7,112085
26,0,3,1,41,6.5,27176
47,18,3,22,41,5.8,197599
22,0,3,3,45,4.7,33261
49,22,2,31,44,9.0,224809
58,31,3,39,47,6.3,330607
23,0,2,2,41,6.8,65901
36,7,2,5,34,6.8,93990
50,22,4,23,48,8.5,243500
60,39,1,38,38,9.7,451344
22,0,1,3,37,7.2,31188
37,15,3,18,43,6.8,169425
32,4,3,7,45,5.4,57379
55,34,2,41,40,5.0,375192
21,0,2,0,40,4.5,36915
35,5,4,5,41,5.9,92146
46,21,2,36,50,4.1,236227
57,28,3,35,43,8.5,333307
41,14,3,21,38,7.6,152781
51,23,2,33,38,6.6,238434
45,16,4,18,42,8.6,158179
43,16,3,23,44,5.5,174726
44,19,2,12,45,5.9,193559
58,33,3,24,44,4.3,358850
48,18,3,19,39,8.1,183980
41,15,3,22,41,5.9,178371
38,13,3,25,47,7.0,161932
56,27,2,35,37,8.4,312004
55,32,2,32,41,8.9,346707
29,6,2,7,46,7.0,73431
58,31,1,45,47,7.5,362638
50,23,1,21,42,5.7,228552
54,28,3,40,41,9.4,317171
52,29,3,34,36,6.8,316086
23,0,3,9,46,7.1,50667
23,0,3,6,50,6.4,60535
48,21,3,33,56,8.7,243334
35,13,2,18,45,7.3,153096
43,17,3,26,43,8.1,197319
60,32,2,15,38,7.5,328160
31,10,4,17,34,6.7,109450
52,28,3,39,44,8.3,316497
56,35,2,45,55,7.5,396258
53,32,3,48,49,5.7,369540
44,14,3,13,49,5.6,168391
59,31,1,20,44,7.2,324323
54,27,3,24,45,8.3,288513
48,18,2,12,31,9.3,203899
57,36,1,50,47,4.5,398883
27,5,4,9,40,7.0,68807
24,0,3,5,39,7.7,60154
57,36,3,26,41,7.4,419196
21,0,3,0,41,8.4,42339
21,0,2,0,39,7.9,49433
40,12,3,12,43,5.6,133067
39,11,3,9,40,5.6,103076
49,23,4,18,44,7.4,222069
30,4,2,10,36,8.4,63452
38,13,3,10,42,7.2,152619
48,19,4,27,38,4.8,201608
55,31,3,49,40,5.5,364181
51,21,4,30,44,8.0,243154
47,20,2,31,35,6.5,191178
31,10,4,21,39,7.2,122273
58,29,3,32,46,8.5,333937
25,0,1,1,36,5.3,22000
28,0,4,0,52,6.4,42250
54,25,2,25,49,6.3,270401
32,5,2,6,41,7.5,74222
58,36,3,41,39,8.1,437323
21,0,1,0,44,4.9,36854
51,21,2,28,36,7.0,209310
24,0,3,4,33,8.2,37069
25,2,1,6,41,4.4,45284
50,28,2,27,42,6.9,316021
44,18,1,17,43,5.3,170038
23,0,2,0,40,6.1,22000
31,5,3,7,49,3.5,76587
24,0,3,4,36,8.9,36983
46,21,4,25,37,6.5,214016
47,25,3,22,45,5.9,267076
47,19,2,30,37,7.5,215984
26,0,4,2,37,5.5,31663
35,5,3,9,44,5.4,81209
50,26,3,22,38,9.1,290993
57,31,3,49,42,9.5,379162
57,27,4,20,40,6.2,284833
57,29,3,42,39,8.5,321177
55,26,2,27,32,7.5,261363
43,18,3,23,44,5.0,200942
26,0,1,0,37,5.7,38759
24,0,2,3,42,9.2,35264
38,13,2,17,40,5.0,160102
29,2,1,6,42,10.0,46624
49,20,1,27,42,6.2,217044
33,3,1,3,44,9.2,79806
37,11,3,16,39,6.6,126577
52,26,3,31,49,8.1,284223
42,14,4,25,34,9.0,157175
24,0,2,1,42,8.9,41155
25,2,3,4,47,6.2,68930
57,30,4,49,45,5.8,342451
33,8,1,11,38,6.9,69055
54,32,3,15,39,5.2,345755
42,20,3,22,38,7.3,220129
43,17,1,14,46,5.9,190606
23,0,3,0,39,8.5,26562
54,33,3,26,44,6.2,367282
52,26,1,15,44,4.6,268792
41,19,1,21,55,9.0,205240
41,19,1,18,45,7.3,189645
31,4,2,9,39,7.0,76889
59,29,3,21,36,8.5,308087
24,3,3,3,42,8.2,73767
21,0,2,1,42,5.9,22000
48,21,4,27,32,6.4,210157
44,16,2,31,39,5.4,169547
55,28,1,39,44,4.9,268161
33,7,2,8,40,7.8,89516
54,25,3,24,48,7.5,253259
31,8,2,3,35,8.1,92849
56,30,2,16,46,8.8,323826
37,13,1,18,48,8.1,141754
55,33,3,16,48,8.2,372637
38,17,4,23,35,4.1,182870
60,39,2,34,45,6.6,448344
42,12,2,9,40,8.4,150022
44,21,3,37,36,5.4,235130
39,15,3,25,41,7.1,178263
57,35,2,48,38,7.7,419727
59,38,4,41,48,7.6,473508
41,17,3,32,46,7.5,221564
28,1,2,5,37,7.8,49722
48,18,3,29,39,7.3,199716
25,0,4,6,41,5.0,34905
37,11,3,15,43,7.7,126085
57,28,1,34,48,7.4,294145
56,34,2,33,46,5.0,386037
39,15,2,26,43,8.9,159502
47,22,2,29,42,7.7,237586
54,33,3,34,34,5.1,374665
31,3,3,9,49,5.9,68204
32,4,3,4,41,6.2,54329
41,15,4,27,51,6.2,186737
31,6,2,13,44,7.4,86006
59,31,3,19,53,5.6,305437
48,25,3,26,46,8.6,265700
25,2,2,2,36,8.5,68764
37,15,3,29,40,7.9,191712
40,15,1,20,42,7.1,161763
32,9,3,11,39,8.3,119189
26,3,3,4,41,6.6,50560
37,11,2,8,36,6.0,108158
39,11,3,10,43,8.7,142234
46,24,3,20,44,7.4,262291
52,28,2,23,38,6.0,293089
26,0,1,6,53,6.4,43358
56,35,2,49,43,6.0,420044
58,37,3,50,39,9.8,464224
31,1,3,8,35,7.0,57456
53,26,4,38,43,7.2,301835
44,17,3,21,42,8.0,182429
43,22,3,17,47,5.3,237476
35,14,2,14,42,8.5,136887
47,23,3,32,37,6.1,238915
31,6,2,8,51,9.6,74367
37,12,2,9,45,6.6,140873
34,10,3,13,42,8.5,112452
47,19,1,24,44,3.5,191938
38,11,3,13,45,5.4,121203
48,19,3,24,36,6.6,236850
24,0,2,3,44,4.2,40553
27,0,2,3,41,7.8,22000
55,34,3,33,46,7.4,406335
29,2,3,10,39,5.6,50914
28,7,2,7,40,7.0,83239
37,10,2,9,51,8.1,109130
37,7,3,4,49,4.1,86157
53,25,3,22,30,5.2,259790
52,23,1,21,49,6.5,226874
28,5,2,4,43,7.0,65302
39,15,4,22,39,6.9,171065
58,34,3,50,38,8.2,376567
23,0,4,3,38,7.7,28102
25,0,3,4,40,8.0,65840
33,10,4,8,37,5.1,113784
51,21,2,30,36,7.2,216681
36,11,3,21,38,6.6,108657
52,25,1,22,45,9.0,260524
42,14,3,4,43,7.2,155402
49,28,2,37,46,6.1,340130
42,20,2,29,43,8.2,240755
23,0,3,3,36,7.8,31807
30,8,3,16,45,5.8,97450
41,14,1,17,38,6.5,123282
36,7,3,10,46,6.5,83310
32,10,2,15,37,8.7,114246
22,0,2,0,40,7.3,34044
44,20,3,26,41,8.0,244455
55,33,2,33,46,6.3,352176
50,23,4,30,44,7.5,260749
50,25,1,10,43,8.8,224738
55,34,3,32,52,6.5,396101
39,14,3,11,34,7.2,128930
28,5,2,2,38,5.1,75682
46,19,2,21,38,5.9,189668
60,34,3,41,34,6.5,373956
27,0,3,5,39,5.5,22000
50,25,2,30,46,8.9,263206
27,5,3,13,40,5.8,80523
23,0,1,0,41,8.1,43808
21,0,2,5,34,7.3,33719
56,30,2,31,39,7.0,337460
45,15,1,17,41,9.1,143771
57,30,3,18,46,3.8,283275
21,0,3,0,35,6.7,40041
35,8,4,13,41,5.5,117221
57,34,3,49,48,4.3,414672
33,7,4,9,41,5.3,74922
60,33,3,29,32,7.0,360914
28,6,3,10,49,6.0,95446
25,2,4,3,47,8.3,55395
29,5,3,11,47,6.7,82965
21,0,1,1,34,6.5,23503
56,30,3,42,51,6.6,335227
55,34,4,50,39,6.9,399494
22,0,3,2,40,6.4,51569
60,35,3,30,39,5.8,395965
43,16,3,5,48,8.4,183073
29,0,4,2,42,6.1,48795
54,25,1,17,45,6.5,269978
34,13,3,17,43,7.6,156867
24,3,2,2,43,7.4,67572
50,27,3,30,38,5.7,291364
51,25,3,27,52,8.1,316210
58,36,1,20,36,7.8,388652
31,1,2,5,45,7.2,26549
55,34,3,41,45,6.4,399246
28,7,1,7,49,6.4,73402
23,0,2,2,50,6.7,55854
34,10,3,15,42,5.3,123510
33,12,2,8,46,6.9,124152
52,28,2,34,52,8.2,303505
54,31,4,42,43,8.2,370497
39,17,2,26,38,6.5,172255
58,29,2,34,41,8.5,330864
36,15,3,12,36,9.7,168622
22,0,3,7,45,6.6,82582
60,36,4,50,48,8.0,439999
37,12,4,11,42,3.8,124329
54,24,3,38,35,5.2,260623
36,11,2,16,48,7.1,125498
58,37,1,50,34,5.6,432365
22,0,2,2,35,9.9,40834
22,0,1,0,42,7.8,62169
46,24,3,16,44,8.4,263267
33,6,3,17,45,7.0,87381
51,25,1,20,43,5.6,241105
54,29,3,25,52,6.3,333670
59,35,2,38,43,7.4,400442
23,0,2,2,48,6.1,41259
28,2,3,1,47,7.9,50478
43,19,2,30,37,8.0,204823
34,9,2,8,42,7.0,93993
47,21,1,32,54,4.4,237041
49,24,2,26,40,9.4,267365
59,32,3,27,40,6.7,353763
59,30,4,32,44,10.0,350126
21,0,2,2,41,7.9,43256
37,10,2,17,39,6.7,114434
50,23,3,17,41,7.6,231167
33,9,4,17,50,4.2,91141
41,20,2,17,42,8.4,198278
39,11,2,14,36,10.0,124838
39,15,3,11,35,4.1,137746
45,24,3,18,54,6.6,268312
42,17,1,18,42,6.9,168140
51,23,3,14,45,8.2,266083
37,13,2,18,39,9.9,140372
43,15,3,19,45,7.5,168589
52,24,3,14,50,10.0,258114
30,7,3,10,40,7.2,97437
30,1,2,1,45,7.6,60619
56,33,2,40,36,7.5,379209
28,7,2,11,53,8.7,75430
40,18,3,18,44,6.4,196698
52,26,1,22,41,8.1,255919
34,4,2,2,42,5.3,54993
48,26,2,25,40,6.6,281502
44,18,3,22,41,6.1,178413
35,14,2,13,31,7.1,154131
42,21,2,27,43,6.6,218189
50,25,2,27,42,8.6,295701
24,0,3,0,45,5.8,40224
33,4,3,8,40,4.6,84444
43,15,3,23,39,5.1,175672
28,5,4,0,43,8.4,70367
38,15,4,12,35,5.6,140480
32,11,2,9,44,7.6,121494
51,28,4,42,34,6.6,315448
34,13,1,21,49,8.2,164827
54,26,2,15,46,6.7,265018
38,17,4,11,38,10.0,182865
54,29,2,36,46,9.7,311859
31,2,2,8,44,6.6,61331
32,5,2,6,38,6.4,55009
35,11,3,17,33,10.0,136919
51,22,2,29,45,5.5,239661
49,20,3,13,39,6.9,196004
46,24,4,33,48,7.0,287229
38,8,3,8,43,7.0,95301
52,22,2,23,40,4.6,205195
42,16,4,22,52,7.7,206133
58,34,2,28,46,5.6,364078
37,9,1,8,30,9.0,102925
43,16,1,23,41,5.0,166060
44,17,3,25,36,7.1,189530
28,0,1,4,39,3.9,35112
26,0,1,3,42,4.0,22000
25,0,2,3,45,5.8,60046
49,23,2,22,44,6.0,249535
48,27,3,31,48,9.1,312861
31,5,3,10,46,6.9,64854
21,0,3,5,46,8.8,39910
39,13,2,11,44,6.5,143049
29,0,2,6,49,7.8,25256
47,19,4,28,41,6.0,216164
54,25,1,25,42,5.9,238526
24,0,3,3,33,4.5,22284
56,28,2,37,48,7.5,296027
38,15,4,26,43,7.4,179453
